,year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,owngun,tvhours,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
1125,1994,working fulltime,30.0,no,iap,13.0,new england,0.0,0.0,0.0,$25000 or more,new england,once a year,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
1126,1994,working fulltime,47.0,no,iap,16.0,new england,1.0,0.0,0.0,$25000 or more,new england,sevrl times a yr,yes,3.0,0,0.0,0,0,0,1.0,0.0,1.0,1
1127,1994,working fulltime,33.0,no,iap,14.0,foreign,0.0,0.0,0.0,$20000 - 24999,new england,2-3x a month,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,0
1128,1994,keeping house,22.0,no,iap,10.0,new england,0.0,0.0,0.0,$25000 or more,new england,sevrl times a yr,iap,4.0,0,1.0,0,1,0,1.0,0.0,0.0,1
1129,1994,retired,30.0,no,iap,8.0,new england,0.0,0.0,0.0,$20000 - 24999,new england,every week,iap,10.0,0,1.0,0,0,0,0.0,0.0,0.0,0
1130,1994,working fulltime,73.0,no,iap,17.0,w. sou. central,0.0,2.0,0.0,$25000 or more,new england,once a month,iap,1.0,1,1.0,0,0,0,1.0,0.0,1.0,2
1131,1994,working fulltime,64.0,no,iap,18.0,new england,0.0,0.0,1.0,$25000 or more,new england,sevrl times a yr,iap,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,0.0,1
1132,1994,retired,32.0,no,iap,16.0,new england,0.0,0.0,0.0,$25000 or more,new england,once a year,iap,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
1133,1994,working fulltime,66.0,no,iap,18.0,new england,0.0,0.0,0.0,$25000 or more,new england,more thn once wk,iap,2.9040189927081568,1,1.0,0,1,0,0.0,1.0,0.0,2
1134,1994,keeping house,36.0,no,iap,12.0,new england,0.0,0.0,0.0,$4000 to 4999,new england,every week,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,1
1135,1994,working fulltime,43.0,no,iap,16.0,new england,0.0,0.0,0.0,$25000 or more,new england,once a month,iap,2.0,0,1.0,0,1,0,1.0,0.0,0.0,1
1136,1994,keeping house,34.0,no,iap,13.0,new england,0.0,0.0,0.0,$10000 - 14999,new england,more thn once wk,iap,5.0,0,0.0,0,1,0,0.0,1.0,0.0,1
1137,1994,working fulltime,65.0,no,iap,16.0,new england,0.0,0.0,0.0,$25000 or more,new england,sevrl times a yr,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1138,1994,temp not working,68.0,no,iap,18.0,new england,0.0,0.0,0.0,$25000 or more,new england,sevrl times a yr,iap,1.0,1,1.0,0,1,0,1.0,0.0,1.0,2
1139,1994,working fulltime,24.0,no,iap,12.0,new england,0.0,0.0,0.0,$25000 or more,new england,sevrl times a yr,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1140,1994,retired,43.0,no,iap,9.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,never,iap,4.0,0,0.0,0,0,0,0.0,0.0,0.0,0
1141,1994,keeping house,32.0,no,iap,12.0,middle atlantic,0.0,1.0,0.0,$10000 - 14999,middle atlantic,never,iap,4.0,0,1.0,0,1,0,0.0,0.0,1.0,1
1142,1994,working fulltime,51.0,no,iap,16.0,middle atlantic,1.0,0.0,0.0,$25000 or more,middle atlantic,lt once a year,iap,4.0,0,0.0,0,0,0,0.0,0.0,1.0,1
1143,1994,working fulltime,50.0,no,iap,14.0,middle atlantic,0.0,0.0,2.0,$15000 - 19999,middle atlantic,nrly every week,iap,4.0,0,1.0,0,1,0,0.0,1.0,1.0,1
1144,1994,"unempl, laid off",42.0,no,iap,13.0,middle atlantic,0.0,0.0,0.0,$1000 to 2999,middle atlantic,sevrl times a yr,iap,2.9040189927081568,0,0.0,0,0,0,1.0,0.0,1.0,1
1145,1994,working fulltime,47.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,middle atlantic,more thn once wk,iap,1.0,0,1.0,1,1,1,0.0,1.0,1.0,1
1146,1994,working parttime,36.0,no,iap,12.0,middle atlantic,2.0,0.0,0.0,$8000 to 9999,middle atlantic,2-3x a month,iap,3.0,0,1.0,0,1,0,1.0,0.0,0.0,1
1147,1994,retired,34.0,no,iap,10.0,middle atlantic,0.0,1.0,0.0,$15000 - 19999,middle atlantic,once a year,iap,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
1148,1994,working fulltime,42.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,never,iap,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,1.0,1
1149,1994,working fulltime,36.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,sevrl times a yr,iap,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,1.0,1
1150,1994,working fulltime,40.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,sevrl times a yr,yes,3.0,0,1.0,0,1,0,1.0,0.0,1.0,1
1151,1994,working fulltime,28.0,no,iap,14.0,middle atlantic,1.0,0.0,0.0,$15000 - 19999,middle atlantic,once a year,iap,3.0,0,0.0,0,1,0,0.0,0.0,1.0,1
1152,1994,working fulltime,28.0,no,iap,10.0,middle atlantic,0.0,0.0,0.0,$6000 to 6999,middle atlantic,never,iap,5.0,1,1.0,0,1,0,0.0,0.0,1.0,2
1153,1994,working parttime,29.0,no,iap,15.0,middle atlantic,2.0,0.0,0.0,$8000 to 9999,middle atlantic,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,1.0,1
1154,1994,working fulltime,51.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,sevrl times a yr,yes,2.9040189927081568,1,0.0,0,1,0,1.0,0.0,0.0,2
1155,1994,working fulltime,33.0,no,iap,12.0,middle atlantic,0.0,0.0,3.0,$25000 or more,middle atlantic,more thn once wk,yes,0.0,0,0.0,0,0,0,0.0,1.0,1.0,1
1156,1994,working fulltime,38.0,no,iap,13.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,3.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1157,1994,working fulltime,54.0,no,iap,11.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,2.0,0,0.0,0,0,0,0.0,0.0,0.0,1
1158,1994,working fulltime,29.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a year,yes,2.0,0,0.0,0,0,0,0.0,0.0,1.0,1
1159,1994,working fulltime,36.0,no,iap,12.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1160,1994,retired,53.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,once a year,iap,5.0,1,1.0,0,0,0,0.0,0.0,0.0,2
1161,1994,working fulltime,54.0,no,iap,14.0,pacific,0.0,0.0,2.0,$25000 or more,middle atlantic,once a month,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1162,1994,working fulltime,51.0,no,iap,16.0,middle atlantic,1.0,1.0,0.0,$25000 or more,middle atlantic,every week,iap,1.0,1,1.0,0,1,0,0.0,0.0,0.0,2
1163,1994,keeping house,54.0,no,iap,16.0,middle atlantic,1.0,1.0,0.0,$25000 or more,middle atlantic,never,iap,2.0,1,1.0,0,1,0,0.0,0.0,0.0,2
1164,1994,working fulltime,65.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
1165,1994,"unempl, laid off",41.0,no,iap,12.0,middle atlantic,0.0,2.0,0.0,$10000 - 14999,middle atlantic,never,iap,12.0,0,0.0,1,1,1,0.0,0.0,0.0,0
1166,1994,working parttime,29.0,no,iap,12.0,middle atlantic,0.0,2.0,0.0,$8000 to 9999,middle atlantic,every week,iap,4.0,0,1.0,0,1,0,0.0,0.0,1.0,1
1167,1994,temp not working,51.0,no,iap,13.0,middle atlantic,2.0,0.0,0.0,$15000 - 19999,middle atlantic,once a year,iap,5.0,0,1.0,1,1,1,0.0,0.0,1.0,0
1168,1994,"unempl, laid off",43.87754099367439,no,iap,8.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,3.0,0,0.0,1,1,1,0.0,0.0,0.0,1
1169,1994,"unempl, laid off",60.0,yes,iap,12.0,middle atlantic,0.0,1.0,3.0,$25000 or more,middle atlantic,sevrl times a yr,iap,3.0,0,1.0,1,0,0,1.0,0.0,0.0,0
1170,1994,keeping house,43.87754099367439,no,iap,8.0,middle atlantic,1.0,3.0,0.0,$15000 - 19999,middle atlantic,never,iap,15.0,0,0.0,1,1,1,0.0,0.0,0.0,1
1171,1994,working fulltime,42.0,no,iap,14.0,middle atlantic,2.0,1.0,0.0,$25000 or more,middle atlantic,once a month,iap,2.9040189927081568,0,0.0,1,1,1,1.0,0.0,0.0,1
1172,1994,school,43.87754099367439,no,iap,10.0,middle atlantic,1.0,0.0,1.0,$6000 to 6999,middle atlantic,never,iap,8.0,0,0.0,1,1,1,0.0,0.0,0.0,0
1173,1994,working parttime,43.0,no,iap,13.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
1174,1994,working parttime,46.0,no,iap,16.0,middle atlantic,2.0,1.0,0.0,$25000 or more,middle atlantic,every week,iap,2.0,1,1.0,0,1,0,0.0,0.0,0.0,2
1175,1994,working fulltime,43.0,no,iap,13.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a year,iap,0.0,1,1.0,0,1,0,0.0,0.0,1.0,2
1176,1994,retired,46.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,6.0,0,1.0,0,1,0,0.0,0.0,0.0,0
1177,1994,working fulltime,63.0,no,iap,17.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,once a month,iap,4.0,0,1.0,0,1,0,1.0,0.0,1.0,1
1178,1994,keeping house,46.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,every week,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
1179,1994,working fulltime,20.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,never,iap,2.0,1,1.0,0,1,0,0.0,0.0,0.0,2
1180,1994,working parttime,66.0,no,yes,17.0,middle atlantic,1.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,1.0,0,1.0,0,1,0,0.0,0.0,1.0,1
1181,1994,retired,51.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,every week,iap,5.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1182,1994,working fulltime,64.0,no,iap,19.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,iap,2.9040189927081568,1,1.0,0,0,0,1.0,0.0,0.0,2
1183,1994,school,74.0,no,iap,17.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,once a month,iap,5.0,1,1.0,0,1,0,1.0,0.0,0.0,2
1184,1994,working fulltime,44.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,2.0,1,0.0,0,0,0,0.0,0.0,0.0,2
1185,1994,temp not working,33.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a month,iap,4.0,0,0.0,1,1,1,1.0,0.0,1.0,0
1186,1994,working fulltime,42.0,no,iap,13.0,foreign,0.0,0.0,0.0,$15000 - 19999,middle atlantic,once a year,iap,3.0,0,1.0,1,0,0,0.0,0.0,1.0,1
1187,1994,working fulltime,52.0,no,iap,16.0,foreign,3.0,0.0,0.0,$20000 - 24999,middle atlantic,every week,iap,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,1.0,1
1188,1994,working parttime,32.0,no,iap,17.0,middle atlantic,1.0,0.0,0.0,$25000 or more,middle atlantic,more thn once wk,iap,5.0,0,1.0,0,1,0,0.0,1.0,0.0,0
1189,1994,working fulltime,64.0,no,iap,18.0,foreign,0.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,iap,1.0,1,1.0,0,0,0,1.0,0.0,1.0,2
1190,1994,keeping house,30.0,no,iap,8.0,middle atlantic,0.0,0.0,0.0,$8000 to 9999,middle atlantic,sevrl times a yr,iap,2.9040189927081568,0,0.0,0,1,0,1.0,0.0,0.0,1
1191,1994,school,43.87754099367439,no,iap,17.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,every week,iap,6.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1192,1994,working fulltime,36.0,no,iap,13.0,middle atlantic,2.0,0.0,0.0,$25000 or more,middle atlantic,once a year,yes,2.0,0,1.0,0,1,0,0.0,0.0,1.0,1
1193,1994,keeping house,35.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,sevrl times a yr,yes,7.0,0,1.0,0,1,0,1.0,0.0,0.0,1
1194,1994,working fulltime,48.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a month,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1195,1994,"unempl, laid off",51.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,2.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1196,1994,working fulltime,51.0,no,iap,12.0,middle atlantic,0.0,1.0,0.0,$25000 or more,middle atlantic,once a year,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,1
1197,1994,working parttime,29.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a year,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
1198,1994,working fulltime,64.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,more thn once wk,iap,4.0,1,1.0,0,1,0,0.0,1.0,0.0,2
1199,1994,working fulltime,51.0,yes,iap,12.0,middle atlantic,0.0,0.0,1.0,$20000 - 24999,middle atlantic,more thn once wk,yes,3.0,0,0.0,0,0,0,0.0,1.0,1.0,1
1200,1994,working fulltime,30.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,1.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1201,1994,retired,51.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,2-3x a month,iap,2.0,0,0.0,0,0,0,1.0,0.0,0.0,0
1202,1994,"unempl, laid off",38.0,no,iap,14.0,middle atlantic,1.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,yes,2.9040189927081568,1,1.0,0,0,0,1.0,0.0,1.0,2
1203,1994,working parttime,32.0,no,iap,11.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,once a year,iap,6.0,0,1.0,0,0,0,0.0,0.0,1.0,1
1204,1994,retired,66.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,5.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1205,1994,working fulltime,44.0,no,iap,12.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,once a year,yes,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
1206,1994,working fulltime,47.0,no,iap,15.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,iap,4.0,0,1.0,0,1,0,1.0,0.0,1.0,1
1207,1994,retired,30.0,no,yes,6.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,never,iap,4.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1208,1994,working parttime,60.0,no,iap,12.0,middle atlantic,1.0,1.0,0.0,$25000 or more,middle atlantic,every week,iap,1.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1209,1994,working fulltime,27.0,no,iap,13.0,w. sou. central,0.0,0.0,0.0,$20000 - 24999,middle atlantic,sevrl times a yr,iap,2.9040189927081568,1,0.0,0,0,0,1.0,0.0,0.0,2
1210,1994,retired,51.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$10000 - 14999,middle atlantic,nrly every week,iap,2.9040189927081568,1,1.0,0,1,0,0.0,1.0,0.0,2
1211,1994,working parttime,66.0,no,iap,15.0,middle atlantic,0.0,2.0,1.0,$25000 or more,middle atlantic,more thn once wk,iap,4.0,1,1.0,0,1,0,0.0,1.0,1.0,2
1212,1994,working fulltime,74.0,no,iap,13.0,middle atlantic,0.0,2.0,0.0,$25000 or more,middle atlantic,once a year,iap,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
1213,1994,working fulltime,64.0,no,iap,19.0,foreign,1.0,2.0,0.0,$25000 or more,middle atlantic,nrly every week,iap,2.9040189927081568,0,1.0,0,0,0,0.0,1.0,1.0,1
1214,1994,working parttime,40.0,no,iap,13.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,once a year,yes,4.0,1,1.0,0,1,0,0.0,0.0,1.0,2
1215,1994,working fulltime,44.0,no,iap,14.0,middle atlantic,1.0,1.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,iap,2.0,0,1.0,0,0,0,1.0,0.0,0.0,1
1216,1994,working fulltime,49.0,no,iap,13.0,middle atlantic,2.0,0.0,0.0,$25000 or more,middle atlantic,every week,yes,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,1.0,2
1217,1994,retired,73.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$20000 - 24999,middle atlantic,never,iap,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
1218,1994,working parttime,17.0,no,iap,13.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,2-3x a month,iap,3.0,0,1.0,0,0,0,1.0,0.0,0.0,1
1219,1994,retired,51.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,lt once a year,yes,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
1220,1994,retired,51.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,2.9040189927081568,1,1.0,0,0,0,0.0,0.0,0.0,2
1221,1994,school,32.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a year,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
1222,1994,retired,46.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,3.0,0,0.0,0,1,0,0.0,0.0,0.0,1
1223,1994,retired,43.87754099367439,no,iap,18.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,6.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1224,1994,working fulltime,60.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,1.0,0,1.0,0,1,0,0.0,0.0,1.0,0
1225,1994,retired,47.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,2.9040189927081568,1,0.0,0,1,0,0.0,0.0,0.0,2
1226,1994,working fulltime,32.0,no,iap,12.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,more thn once wk,iap,2.0,0,1.0,0,0,0,0.0,1.0,1.0,0
1227,1994,working fulltime,36.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a month,iap,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1228,1994,working fulltime,31.0,yes,iap,13.0,south atlantic,0.0,1.0,1.0,$25000 or more,middle atlantic,once a year,iap,2.0,0,0.0,0,1,0,0.0,0.0,0.0,0
1229,1994,temp not working,30.0,no,iap,8.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,lt once a year,yes,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,1.0,0
1230,1994,working fulltime,32.0,no,iap,12.0,middle atlantic,0.0,2.0,1.0,$25000 or more,middle atlantic,once a year,iap,2.0,0,1.0,0,1,0,0.0,0.0,1.0,1
1231,1994,keeping house,28.0,no,iap,7.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,yes,4.0,1,1.0,0,1,0,0.0,0.0,0.0,2
1232,1994,working parttime,64.0,no,iap,18.0,middle atlantic,0.0,0.0,2.0,$25000 or more,middle atlantic,nrly every week,yes,2.9040189927081568,0,1.0,0,0,0,0.0,1.0,1.0,1
1233,1994,working fulltime,47.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,yes,2.9040189927081568,1,1.0,0,1,0,1.0,0.0,1.0,2
1234,1994,working parttime,20.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$15000 - 19999,middle atlantic,2-3x a month,yes,5.0,1,1.0,0,1,0,1.0,0.0,1.0,2
1235,1994,working parttime,45.0,yes,iap,12.0,middle atlantic,0.0,0.0,1.0,$20000 - 24999,middle atlantic,once a month,iap,1.0,0,1.0,0,0,0,1.0,0.0,0.0,1
1236,1994,working fulltime,27.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$20000 - 24999,middle atlantic,lt once a year,yes,3.0,0,0.0,0,0,0,0.0,0.0,1.0,1
1237,1994,working parttime,42.0,no,iap,12.0,middle atlantic,0.0,0.0,3.0,$25000 or more,middle atlantic,more thn once wk,yes,3.0,0,0.0,0,1,0,0.0,1.0,1.0,1
1238,1994,working fulltime,51.0,no,iap,18.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,yes,2.9040189927081568,1,1.0,0,0,0,1.0,0.0,0.0,2
1239,1994,working parttime,34.0,no,iap,18.0,south atlantic,0.0,0.0,0.0,$5000 to 5999,middle atlantic,once a year,iap,2.0,0,1.0,0,1,0,0.0,0.0,1.0,1
1240,1994,working fulltime,33.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,3.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1241,1994,working fulltime,51.0,yes,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,sevrl times a yr,yes,4.0,1,1.0,0,0,0,1.0,0.0,1.0,2
1242,1994,working parttime,32.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,iap,1.0,0,1.0,0,0,0,0.0,0.0,1.0,1
1243,1994,"unempl, laid off",25.0,no,iap,15.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,1.0,1
1244,1994,working fulltime,35.0,no,iap,12.0,mountain,1.0,0.0,0.0,$6000 to 6999,middle atlantic,sevrl times a yr,iap,3.0,1,1.0,0,0,0,1.0,0.0,1.0,2
1245,1994,working parttime,28.0,no,yes,11.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a month,iap,3.0,0,1.0,0,0,0,1.0,0.0,0.0,1
1246,1994,retired,40.0,no,iap,13.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,nrly every week,yes,2.9040189927081568,1,1.0,0,0,0,0.0,1.0,0.0,2
1247,1994,working fulltime,42.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$5000 to 5999,middle atlantic,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,1.0,0
1248,1994,working fulltime,36.0,yes,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,iap,3.0,0,1.0,0,1,0,0.0,0.0,0.0,1
1249,1994,working fulltime,30.0,no,iap,14.0,e. nor. central,0.0,1.0,0.0,$25000 or more,e. nor. central,never,yes,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,1.0,1
1250,1994,working parttime,35.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,2-3x a month,iap,4.0,0,0.0,0,0,0,1.0,0.0,1.0,1
1251,1994,retired,28.0,no,yes,8.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,iap,3.0,0,0.0,0,1,0,0.0,0.0,0.0,0
1252,1994,retired,24.0,no,iap,13.0,e. nor. central,0.0,0.0,0.0,$15000 - 19999,e. nor. central,once a year,yes,2.9040189927081568,0,0.0,0,0,0,0.0,0.0,0.0,1
1253,1994,working parttime,24.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,2-3x a month,iap,3.0,0,1.0,0,0,0,1.0,0.0,1.0,1
1254,1994,retired,60.0,no,iap,11.0,e. nor. central,0.0,0.0,0.0,$20000 - 24999,e. nor. central,once a year,iap,2.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1255,1994,working fulltime,30.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,once a month,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,0.0,1
1256,1994,school,43.87754099367439,no,iap,11.0,e. nor. central,0.0,0.0,1.0,$25000 or more,e. nor. central,every week,yes,2.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1257,1994,retired,42.0,no,iap,10.0,e. nor. central,0.0,0.0,0.0,$15000 - 19999,e. nor. central,never,iap,8.0,0,0.0,0,1,0,0.0,0.0,0.0,0
1258,1994,working fulltime,39.0,no,iap,16.0,e. nor. central,0.0,1.0,0.0,$20000 - 24999,e. nor. central,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,0,0,1.0,0.0,1.0,0
1259,1994,working fulltime,28.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$15000 - 19999,e. nor. central,sevrl times a yr,iap,2.0,0,1.0,0,1,0,1.0,0.0,1.0,1
1260,1994,working fulltime,31.0,yes,iap,10.0,e. nor. central,0.0,4.0,2.0,$25000 or more,e. nor. central,sevrl times a yr,yes,2.0,0,1.0,0,1,0,1.0,0.0,1.0,1
1261,1994,retired,40.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$10000 - 14999,e. nor. central,2-3x a month,iap,2.0,0,1.0,0,0,0,1.0,0.0,0.0,1
1262,1994,working fulltime,33.0,no,iap,12.0,e. nor. central,2.0,1.0,0.0,$20000 - 24999,e. nor. central,once a month,yes,1.0,0,1.0,0,0,0,1.0,0.0,1.0,1
1263,1994,working parttime,35.0,no,iap,16.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,every week,yes,1.0,0,1.0,0,0,0,0.0,0.0,1.0,0
1264,1994,working fulltime,40.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$10000 - 14999,e. nor. central,once a month,iap,2.0,0,1.0,0,0,0,1.0,0.0,0.0,1
1265,1994,working fulltime,40.0,no,iap,12.0,e. nor. central,0.0,0.0,3.0,$25000 or more,e. nor. central,every week,yes,2.9040189927081568,0,0.0,0,1,0,0.0,0.0,0.0,1
1266,1994,retired,36.0,no,iap,7.0,e. nor. central,0.0,0.0,0.0,$10000 - 14999,e. nor. central,lt once a year,yes,2.0,0,1.0,0,0,0,0.0,0.0,0.0,1
1267,1994,working fulltime,40.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,nrly every week,iap,1.0,1,1.0,0,0,0,0.0,1.0,0.0,2
